"text","intent"
"здравствуй, начнем работу","welcome"
"хеллоу начинаем","welcome"
"ку, начнем работу","welcome"
"привет! запускаемся","welcome"
"добрый день, я на месте","welcome"
"доброго времени суток, я на месте","welcome"
"доброго времени суток, начнем работу","welcome"
"добрый вечер начинаем","welcome"
"привет, давай начнем","welcome"
"хай на связи","welcome"
"здравствуй, приступим","welcome"
"хай, я на месте","welcome"
"хеллоу, начнем работу","welcome"
"здравствуй, я на месте","welcome"
"доброе утро хочу начать","welcome"
"привет, я на месте","welcome"
"йо, можем стартовать","welcome"
"приветик, приступим","welcome"
"привет, начнем работу","welcome"
"йо, начнем работу","welcome"
"добрый вечер, начнем работу","welcome"
"приветик, давай начнем","welcome"
"доброе утро, я готов","welcome"
"здравствуйте, начнем работу","welcome"
"здравствуйте! поехали","welcome"
"добрый вечер готов к работе","welcome"
"хай, можем стартовать","welcome"
"приветик давай начнем","welcome"
"добрый день, запускаемся","welcome"
"приветик, начнем работу","welcome"
"хай можем стартовать","welcome"
"салют, давай начнем","welcome"
"здравствуйте, давай начнем","welcome"
"ку можем стартовать","welcome"
"ку хочу начать","welcome"
"доброго времени суток! приступим","welcome"
"доброе утро, поехали","welcome"
"доброе утро, можем стартовать","welcome"
"доброе утро! запускаемся","welcome"
"добрый день! стартуем","welcome"
"добрый вечер на связи","welcome"
"добрый день я готов","welcome"
"салют поехали","welcome"
"здравствуй! давай начнем","welcome"
"привет приступим","welcome"
"доброго времени суток готов к работе","welcome"
"доброго времени суток, поехали","welcome"
"здравствуйте! приступим","welcome"
"здравствуй, можем стартовать","welcome"
"доброго времени суток можем стартовать","welcome"
"ку, я на месте","welcome"
"добрый день! можно начинать","welcome"
"доброе утро! стартуем","welcome"
"доброго времени суток, стартуем","welcome"
"хеллоу, можем стартовать","welcome"
"здравствуй! можно начинать","welcome"
"здравствуй, можно начинать","welcome"
"хай, начнем работу","welcome"
"здравствуйте, поехали","welcome"
"салют, я на месте","welcome"
"добрый день, поехали","welcome"
"здравствуйте запускаемся","welcome"
"ку, запускаемся","welcome"
"добрый вечер! приступим","welcome"
"хеллоу давай начнем","welcome"
"добрый вечер, давай начнем","welcome"
"добрый вечер можем стартовать","welcome"
"хай! можно начинать","welcome"
"йо можно начинать","welcome"
"хеллоу, запускаемся","welcome"
"доброго времени суток запускаемся","welcome"
"хеллоу! давай начнем","welcome"
"здравствуйте, можем стартовать","welcome"
"добрый вечер! можно начинать","welcome"
"хай запускаемся","welcome"
"ку! можно начинать","welcome"
"приветик, можем стартовать","welcome"
"хеллоу, можно начинать","welcome"
"доброе утро! можно начинать","welcome"
"привет давай начнем","welcome"
"хай! давай начнем","welcome"
"доброе утро, можно начинать","welcome"
"доброго времени суток, можем стартовать","welcome"
"добрый день, можем стартовать","welcome"
"доброе утро, начнем работу","welcome"
"доброго времени суток, я готов","welcome"
"хеллоу, поехали","welcome"
"доброе утро, давай начнем","welcome"
"хай приступим","welcome"
"салют, запускаемся","welcome"
"приветик, поехали","welcome"
"хай! стартуем","welcome"
"здравствуйте, я готов","welcome"
"добрый вечер, стартуем","welcome"
"хай, стартуем","welcome"
"хеллоу на связи","welcome"
"приветик, я на месте","welcome"
"йо, приступим","welcome"
"доброго времени суток! стартуем","welcome"
"хай","welcome"
"добрый день, начнем работу","welcome"
"привет, запускаемся","welcome"
"хеллоу приступим","welcome"
"ку, можем стартовать","welcome"
"доброе утро! я готов","welcome"
"салют! приступим","welcome"
"здравствуйте! запускаемся","welcome"
"здравствуй! запускаемся","welcome"
"ку","welcome"
"салют, начнем работу","welcome"
"какая сегодня погода","other"
"сколько сейчас времени","other"
"поставь таймер на 10 минут","other"
"включи музыку","other"
"какой курс доллара","other"
"расскажи анекдот","other"
"покажи новости","other"
"поставь будильник на 7 утра","other"
"переведи слово moon","other"
"посчитай 24 разделить на 3","other"
"сколько сейчас времени прямо сейчас","other"
"поставь будильник на 6:30?","other"
"покажи новости на завтра","other"
"открой настройки телефона прямо сейчас","other"
"открой браузер прямо сейчас","other"
"включи музыку прямо сейчас","other"
"сколько сейчас времени на завтра.","other"
"поставь будильник на 6:30 сейчас.","other"
"найди ближайшую аптеку пожалуйста","other"
"включи bluetooth сейчас","other"
"открой браузер быстро?","other"
"открой калькулятор для меня?","other"
"добавь напоминание на вечер","other"
"включи радио, пожалуйста","other"
"поставь будильник на 6:30 для меня","other"
"сколько сейчас времени в лондоне прямо сейчас","other"
"поставь таймер на 5 минут, пожалуйста","other"
"покажи список дел, пожалуйста","other"
"найди ближайшую аптеку, пожалуйста","other"
"поставь таймер на 5 минут на завтра","other"
"включи музыку.","other"
"какая погода на улице, пожалуйста","other"
"поставь таймер на 5 минут на сегодня","other"
"включи музыку на завтра","other"
"посчитай 17 умножить на 8 на сегодня","other"
"какой сегодня день недели, пожалуйста","other"
"открой карту, если можно","other"
"подбери фильм на вечер, пожалуйста","other"
"сколько сейчас времени в лондоне","other"
"поставь таймер на 5 минут прямо сейчас","other"
"открой карту сейчас?","other"
"включи bluetooth на завтра?","other"
"открой настройки телефона, пожалуйста","other"
"поставь будильник на 6:30 без подробностей.","other"
"расскажи интересный факт про космос для меня.","other"
"покажи курс евро, пожалуйста","other"
"включи радио без подробностей?","other"
"посчитай 17 умножить на 8?","other"
"расскажи интересный факт про космос прямо сейчас","other"
"какой сегодня день недели прямо сейчас","other"
"покажи список дел быстро.","other"
"найди ближайшую аптеку прямо сейчас","other"
"переведи фразу на английский прямо сейчас","other"
"сколько сейчас времени в лондоне?","other"
"посчитай 17 умножить на 8 быстро?","other"
"открой калькулятор, пожалуйста","other"
"включи музыку сейчас?","other"
"открой браузер на завтра?","other"
"открой браузер пожалуйста?","other"
"покажи новости, пожалуйста","other"
"покажи список дел?","other"
"включи радио?","other"
"открой браузер без подробностей","other"
"переведи фразу на английский для меня","other"
"объясни, что такое нейросеть прямо сейчас","other"
"добавь напоминание на вечер прямо сейчас","other"
"включи радио прямо сейчас","other"
"покажи новости на сегодня.","other"
"открой калькулятор быстро","other"
"объясни, что такое нейросеть, пожалуйста","other"
"поставь будильник на 6:30 без подробностей?","other"
"посчитай 17 умножить на 8, если можно?","other"
"какая погода на улице прямо сейчас","other"
"посчитай 17 умножить на 8 для меня?","other"
"подбери фильм на вечер сейчас","other"
"сколько сейчас времени без подробностей?","other"
"открой калькулятор для меня.","other"
"какая погода на улице","other"
"как приготовить пасту, пожалуйста","other"
"сколько сейчас времени в лондоне пожалуйста","other"
"добавь напоминание на вечер на сегодня?","other"
"открой настройки телефона, если можно","other"
"включи bluetooth на сегодня.","other"
"открой калькулятор.","other"
"включи bluetooth?","other"
"объясни, что такое нейросеть на завтра?","other"
"поставь будильник на 6:30 сейчас","other"
"какая погода на улице на сегодня?","other"
"включи радио на завтра?","other"
"как приготовить пасту без подробностей","other"
"включи bluetooth на завтра","other"
"сколько сейчас времени в лондоне, пожалуйста","other"
"открой калькулятор на сегодня","other"
"покажи список дел без подробностей","other"
"подбери фильм на вечер пожалуйста.","other"
"добавь напоминание на вечер, пожалуйста","other"
"как приготовить пасту пожалуйста.","other"
"включи музыку без подробностей?","other"
"какой сегодня день недели.","other"
"сколько сейчас времени в лондоне на завтра.","other"
"посчитай 17 умножить на 8 для меня.","other"
"переведи фразу на английский, пожалуйста","other"
"посчитай 17 умножить на 8 быстро","other"
"открой калькулятор быстро?","other"
"поставь будильник на 6:30, пожалуйста","other"
"объясни, что такое нейросеть.","other"
"открой браузер на завтра.","other"
"поставь будильник на 6:30 быстро?","other"
"включи bluetooth для меня.","other"
"переведи фразу на английский на сегодня?","other"
"покажи курс евро быстро","other"
"включи музыку?","other"
"объясни, что такое нейросеть быстро","other"
"найди ближайшую аптеку на сегодня","other"
"включи радио сейчас?","other"
"открой калькулятор, если можно.","other"
"сколько сейчас времени в лондоне сейчас.","other"
"покажи список дел пожалуйста.","other"
"покажи список дел на завтра","other"
"открой калькулятор на сегодня?","other"
"покажи список дел на сегодня.","other"
"открой карту прямо сейчас","other"
"поставь таймер на 5 минут, если можно","other"
"включи bluetooth прямо сейчас","other"
"расскажи интересный факт про космос на завтра?","other"
"какая погода на улице для меня","other"
"включи музыку, пожалуйста","other"
"открой калькулятор без подробностей.","other"
"открой калькулятор без подробностей","other"
"покажи список дел прямо сейчас","other"
"сколько сейчас времени в лондоне на сегодня?","other"
"сколько сейчас времени в лондоне для меня?","other"
"какой сегодня день недели на завтра","other"
"пока","goodbye"
"до свидания","goodbye"
"до связи","goodbye"
"на сегодня все","goodbye"
"давай закончим диалог","goodbye"
"завершаем разговор","goodbye"
"закрываю чат","goodbye"
"я отключаюсь","goodbye"
"мне пора","goodbye"
"до завтра","goodbye"
"пока, на сегодня достаточно","goodbye"
"на сегодня все! завершаем","goodbye"
"заканчиваем разговор, на этом все","goodbye"
"до связи. продолжим позже","goodbye"
"пока! спасибо","goodbye"
"закрываю чат. на сегодня достаточно","goodbye"
"закругляемся! завершаем","goodbye"
"до связи, на сегодня достаточно","goodbye"
"на этом закончим","goodbye"
"закругляемся, вернусь позже","goodbye"
"закрываю чат! спасибо","goodbye"
"до скорого, спасибо за помощь","goodbye"
"заканчиваем разговор! завершаем","goodbye"
"до скорого, до связи","goodbye"
"до свидания! спасибо","goodbye"
"мне пора — завершаем","goodbye"
"всего доброго — на сегодня достаточно","goodbye"
"до скорого — спасибо","goodbye"
"на сегодня все — продолжим позже","goodbye"
"всего доброго. все понятно","goodbye"
"прощаемся спасибо","goodbye"
"до встречи. до связи","goodbye"
"пока. завершаем","goodbye"
"до скорого, все понятно","goodbye"
"закрываю чат! до завтра","goodbye"
"до свидания — спасибо","goodbye"
"до связи — спасибо","goodbye"
"заканчиваем разговор, продолжим позже","goodbye"
"я отключаюсь, до завтра","goodbye"
"до связи. до завтра","goodbye"
"закрываю чат! до связи","goodbye"
"на сегодня все! спасибо","goodbye"
"на сегодня все! до связи","goodbye"
"я отключаюсь! завершаем","goodbye"
"я отключаюсь, вернусь позже","goodbye"
"заканчиваем разговор! до связи","goodbye"
"прощаемся. до завтра","goodbye"
"на сегодня хватит — на сегодня достаточно","goodbye"
"пока — продолжим позже","goodbye"
"давай завершим диалог. до завтра","goodbye"
"до скорого, продолжим позже","goodbye"
"заканчиваем разговор. до завтра","goodbye"
"на сегодня хватит — продолжим позже","goodbye"
"я отключаюсь. на сегодня достаточно","goodbye"
"на этом закончим, пока-пока","goodbye"
"прощаемся! все понятно","goodbye"
"до скорого, вернусь позже","goodbye"
"заканчиваем разговор, больше вопросов нет","goodbye"
"на сегодня все — завершаем","goodbye"
"закрываю чат, все понятно","goodbye"
"всего доброго. спасибо","goodbye"
"до связи, до связи","goodbye"
"на сегодня все! на сегодня достаточно","goodbye"
"до связи — на сегодня достаточно","goodbye"
"закругляемся, все понятно","goodbye"
"я отключаюсь — до связи","goodbye"
"до скорого! продолжим позже","goodbye"
"на сегодня хватит, до связи","goodbye"
"на этом закончим — продолжим позже","goodbye"
"всего доброго. до связи","goodbye"
"заканчиваем разговор! на сегодня достаточно","goodbye"
"мне пора — на сегодня достаточно","goodbye"
"мне пора. до связи","goodbye"
"на сегодня хватит! до завтра","goodbye"
"всего доброго! до связи","goodbye"
"до свидания — все понятно","goodbye"
"закругляемся — все понятно","goodbye"
"заканчиваем разговор спасибо","goodbye"
"до скорого — до завтра","goodbye"
"до скорого, на сегодня достаточно","goodbye"
"мне пора! все понятно","goodbye"
"на этом закончим, до завтра","goodbye"
"до встречи — до завтра","goodbye"
"всего доброго — завершаем","goodbye"
"давай завершим диалог! завершаем","goodbye"
"до связи, до завтра","goodbye"
"всего доброго","goodbye"
"я отключаюсь, пока-пока","goodbye"
"пока, хорошего вечера","goodbye"
"закрываю чат, до завтра","goodbye"
"до связи, завершаем","goodbye"
"до связи! спасибо","goodbye"
"всего доброго, все понятно","goodbye"
"мне пора, спасибо за помощь","goodbye"
"прощаемся. завершаем","goodbye"
"закрываю чат, больше вопросов нет","goodbye"
"до встречи! завершаем","goodbye"
"до скорого, спасибо","goodbye"
"до скорого. на сегодня достаточно","goodbye"
"закругляемся","goodbye"
"заканчиваем разговор. спасибо","goodbye"
"на этом закончим. спасибо","goodbye"
"на сегодня хватит — завершаем","goodbye"
"на сегодня хватит, на сегодня достаточно","goodbye"
"до встречи. завершаем","goodbye"
"до скорого — продолжим позже","goodbye"
"мне пора, пока-пока","goodbye"
"мне пора, все понятно","goodbye"
"заканчиваем разговор — завершаем","goodbye"
"я отключаюсь, завершаем","goodbye"
"до свидания, все понятно","goodbye"
"до встречи. продолжим позже","goodbye"
"давай завершим диалог — до связи","goodbye"
"давай завершим диалог! до связи","goodbye"
"давай завершим диалог! на сегодня достаточно","goodbye"
"на сегодня все, до завтра","goodbye"
"прощаемся, завершаем","goodbye"
"давай завершим диалог, на сегодня достаточно","goodbye"
"до встречи, пока-пока","goodbye"
"до скорого — все понятно","goodbye"
"до встречи, на сегодня достаточно","goodbye"
"мне пора. все понятно","goodbye"
"я отключаюсь! спасибо","goodbye"
"до встречи — продолжим позже","goodbye"
"до скорого. продолжим позже","goodbye"
"закрываю чат. спасибо","goodbye"
"прощаемся — спасибо","goodbye"
"на этом закончим, спокойной ночи","goodbye"
"заканчиваем разговор — спасибо","goodbye"
"до свидания, завершаем","goodbye"
"давай завершим диалог, завершаем","goodbye"
"до свидания, продолжим позже","goodbye"
"заканчиваем разговор. до связи","goodbye"
